const,nconst,actor,gender,ordering
tt0024184,nm0378555,Holmes Herbert,2.0,7
tt0024184,nm0166974,E.E. Clive,,8
tt0024184,nm0226502,Dudley Digges,2.0,9
tt0024184,nm0835913,Harry Stubbs,2.0,10
tt0024240,nm0929925,Warren William,2.0,1
tt0024240,nm0733480,May Robson,1.0,2
tt0024240,nm0452128,Guy Kibbee,2.0,3
tt0024240,nm0268225,Glenda Farrell,1.0,4
tt0024240,nm0817021,Ned Sparks,2.0,5
tt0024240,nm0175369,Walter Connolly,2.0,6
tt0024240,nm0662335,Jean Parker,1.0,7
tt0024240,nm0671738,Nat Pendleton,2.0,8
tt0024240,nm0636161,Barry Norton,2.0,9
tt0024240,nm0387561,Halliwell Hobbes,2.0,10
tt0024484,nm0001677,Ginger Rogers,1.0,1
tt0024484,nm0287988,Norman Foster,2.0,2
tt0024484,nm0796644,George Sidney,2.0,3
tt0024484,nm0070361,Robert Benchley,2.0,4
tt0024484,nm0187711,Laura Hope Crews,1.0,5
tt0024484,nm0930711,Guinn 'Big Boy' Williams,2.0,6
tt0024484,nm0587804,Sidney Miller,2.0,7
tt0024484,nm0097202,Ferike Boros,1.0,8
tt0024484,nm0108288,June Brewster,1.0,9
tt0024484,nm0161312,Wong Chung,,10
tt0024617,nm0394244,Miriam Hopkins,1.0,1
tt0024617,nm0307326,William Gargan,2.0,2
tt0024617,nm0479011,Jack La Rue,2.0,3
tt0024617,nm0253158,Florence Eldridge,1.0,4
tt0024617,nm0822058,Guy Standing,2.0,5
tt0024617,nm0681635,Irving Pichel,2.0,6
tt0024617,nm0398197,Jobyna Howland,1.0,7
tt0024617,nm0171873,William Collier Jr.,2.0,8
tt0024617,nm0666201,Elizabeth Patterson,1.0,9
tt0024617,nm0247126,James Eagles,2.0,10
tt0024736,nm0618286,Renate Müller,1.0,1
tt0024736,nm0858164,Hermann Thimig,2.0,2
tt0024736,nm0383844,Hilde Hildebrand,1.0,3
tt0024736,nm0685483,Friedel Pisetta,1.0,4
tt0024736,nm0643997,Fritz Odemar,2.0,5
tt0024736,nm0944196,Aribert Wäscher,2.0,6
tt0024736,nm0906932,Anton Walbrook,2.0,7
tt0024736,nm0066941,Ernst Behmer,2.0,8
tt0024736,nm0313716,Georg Georgi,0.0,9
tt0024736,nm0331234,Goroll,0.0,10
tt0024894,nm0000472,Boris Karloff,2.0,1
tt0024894,nm0000509,Bela Lugosi,2.0,2
tt0024894,nm0543115,David Manners,2.0,3
tt0024894,nm0084098,Julie Bishop,1.0,4
tt0024894,nm0106504,Egon Brecher,2.0,5
tt0024894,nm0179591,Harry Cording,2.0,6
tt0024894,nm0526206,Lucille Lund,1.0,7
tt0024894,nm0035455,Henry Armetta,2.0,8
tt0024894,nm0176302,Albert Conti,2.0,9
tt0024894,nm0014745,Virginia Ainsworth,,10
tt0024906,nm0949835,Loretta Young,1.0,1
tt0024906,nm0000026,Cary Grant,2.0,2
tt0024906,nm0445470,Jackie Kelk,2.0,3
tt0024906,nm0122783,Marion Burns,1.0,4
tt0024906,nm0871287,Henry Travers,2.0,5
tt0024906,nm0367670,Paul Harvey,2.0,6
tt0024906,nm0394477,Russell Hopton,2.0,7
tt0024906,nm0337894,Harry Green,2.0,8
tt0024906,nm0033951,Franklyn Ardell,,9
tt0024906,nm0098424,Wade Boteler,2.0,10
tt0025004,nm0232196,Robert Donat,2.0,1
tt0025004,nm0484748,Elissa Landi,1.0,2
tt0025004,nm0129894,Louis Calhern,2.0,3
tt0025004,nm0085782,Sidney Blackmer,2.0,4
tt0025004,nm0906940,Raymond Walburn,2.0,5
tt0025004,nm0373773,O.P. Heggie,,6
tt0025004,nm0381154,Irene Hervey,1.0,7
tt0025004,nm0128990,Georgia Caine,1.0,8
tt0025004,nm0908300,Walter Walker,2.0,9
tt0025004,nm0335517,Lawrence Grant,2.0,10
tt0025037,nm0545298,Fredric March,2.0,1
tt0025037,nm0892867,Evelyn Venable,1.0,2
tt0025037,nm0822058,Guy Standing,2.0,3
tt0025037,nm0018540,Katharine Alexander,1.0,4
tt0025037,nm0665850,Gail Patrick,1.0,5
tt0025037,nm0922818,Helen Westley,1.0,6
tt0025037,nm0397427,Kathleen Howard,1.0,7
tt0025037,nm0852710,Kent Taylor,2.0,8
tt0025037,nm0871287,Henry Travers,2.0,9
tt0025037,nm0403139,G.P. Huntley,2.0,10
tt0025301,nm0001055,Claudette Colbert,1.0,1
tt0025301,nm0929925,Warren William,2.0,2
tt0025301,nm0399955,Rochelle Hudson,1.0,3
tt0025301,nm0817021,Ned Sparks,2.0,4
tt0025301,nm0064792,Louise Beavers,1.0,5
tt0025301,nm0913444,Fredi Washington,1.0,6
tt0025301,nm0703508,Juanita Quigley,1.0,7
tt0025301,nm0002118,Alan Hale,2.0,8
tt0025301,nm0035455,Henry Armetta,2.0,9
tt0025301,nm0822074,Wyndham Standing,2.0,10
tt0025316,nm0000022,Clark Gable,2.0,1
tt0025316,nm0001055,Claudette Colbert,1.0,2
tt0025316,nm0175369,Walter Connolly,2.0,3
tt0025316,nm0439850,Roscoe Karns,2.0,4
tt0025316,nm0858977,Jameson Thomas,2.0,5
tt0025316,nm0002118,Alan Hale,2.0,6
tt0025316,nm0398446,Arthur Hoyt,2.0,7
tt0025316,nm0002768,Blanche Friderici,1.0,8
tt0025316,nm0933161,Charles C. Wilson,2.0,9
tt0025316,nm0010958,Ernie Adams,2.0,10
tt0025452,nm0052203,Leslie Banks,2.0,1
tt0025452,nm0078923,Edna Best,1.0,2
tt0025452,nm0000048,Peter Lorre,2.0,3
tt0025452,nm0903687,Frank Vosper,2.0,4
tt0025452,nm0906775,Hugh Wakefield,2.0,5
tt0025452,nm0683345,Nova Pilbeam,1.0,6
tt0025452,nm0294382,Pierre Fresnay,2.0,7
tt0025452,nm0643084,Cicely Oates,1.0,8
tt0025452,nm0165061,D.A. Clarke-Smith,2.0,9
tt0025452,nm0193633,George Curzon,2.0,10
tt0025478,nm0921839,Paula Wessely,1.0,1
tt0025478,nm0906932,Anton Walbrook,2.0,2
tt0025478,nm0874781,Olga Tschechowa,1.0,3
tt0025478,nm0002379,Hans Moser,2.0,4
tt0025478,nm0418079,Walter Janssen,2.0,5
tt0025478,nm0676930,Peter Petersen,0.0,6
tt0025478,nm0903055,Hilde von Stolz,1.0,7
tt0025478,nm0784913,Julia Serda,1.0,8
tt0025478,nm0408188,Fritz Imhoff,2.0,9
tt0025478,nm0142297,Enrico Caruso,2.0,11
tt0025878,nm0001635,William Powell,2.0,1
tt0025878,nm0001485,Myrna Loy,1.0,2
tt0025878,nm0001577,Maureen O'Sullivan,1.0,3
tt0025878,nm0671738,Nat Pendleton,2.0,4
tt0025878,nm0326809,Minna Gombell,1.0,5
tt0025878,nm0356004,Porter Hall,2.0,6
tt0025878,nm0905622,Henry Wadsworth,2.0,7
tt0025878,nm0378026,William Henry,2.0,8
tt0025878,nm0399346,Harold Huber,2.0,9
tt0025878,nm0003110,Cesar Romero,2.0,10
tt0025880,nm0796662,Sylvia Sidney,1.0,1
tt0025880,nm0796662,Sylvia Sidney,1.0,2
tt0025880,nm0000026,Cary Grant,2.0,3
tt0025880,nm0036427,Edward Arnold,2.0,4
tt0025880,nm0827261,Henry Stephenson,2.0,5
tt0025880,nm0055998,Vince Barnett,2.0,6
tt0025880,nm0636199,Edgar Norton,2.0,7
tt0025880,nm0908124,Ray Walker,2.0,8
tt0025880,nm0514707,Lucien Littlefield,2.0,9
tt0025880,nm0574743,Robert McWade,2.0,10
tt0025880,nm0062736,George Baxter,2.0,11
tt0025919,nm0000858,John Barrymore,2.0,1
tt0025919,nm0001479,Carole Lombard,1.0,2
tt0025919,nm0175369,Walter Connolly,2.0,3
tt0025919,nm0439850,Roscoe Karns,2.0,4
tt0025919,nm0285391,Ralph Forbes,2.0,5
tt0025919,nm0485272,Charles Lane,2.0,6
tt0025919,nm0320761,Etienne Girardot,2.0,7
tt0025919,nm0298202,Dale Fuller,1.0,8
tt0025919,nm0448012,Edgar Kennedy,2.0,9
tt0025919,nm0786538,Billie Seward,1.0,10
tt0026029,nm0232196,Robert Donat,2.0,1
tt0026029,nm0140914,Madeleine Carroll,1.0,2
tt0026029,nm0543169,Lucie Mannheim,1.0,3
tt0026029,nm0853607,Godfrey Tearle,2.0,4
tt0026029,nm0001919,Peggy Ashcroft,1.0,5
tt0026029,nm0491406,John Laurie,2.0,6
tt0026029,nm0370848,Helen Haye,1.0,7
tt0026029,nm0148144,Frank Cellier,2.0,8
tt0026029,nm0914931,Wylie Watson,2.0,9
tt0026029,nm0573790,Gus McNaughton,2.0,10
tt0026071,nm0001256,Greta Garbo,1.0,1
tt0026071,nm0545298,Fredric March,2.0,2
tt0026071,nm0000861,Freddie Bartholomew,2.0,3
tt0026071,nm0001577,Maureen O'Sullivan,1.0,4
tt0026071,nm0733480,May Robson,1.0,5
tt0026071,nm0001651,Basil Rathbone,2.0,6
tt0026071,nm0654239,Reginald Owen,2.0,7
tt0026071,nm0288002,Phoebe Foster,1.0,8
tt0026071,nm0219666,Reginald Denny,2.0,9
tt0026071,nm0410861,Gyles Isham,2.0,10
tt0026138,nm0000472,Boris Karloff,2.0,1
tt0026138,nm0006471,Elsa Lanchester,1.0,2
tt0026138,nm0006471,Elsa Lanchester,1.0,3
tt0026138,nm0166972,Colin Clive,2.0,4
tt0026138,nm0387753,Valerie Hobson,1.0,5
tt0026138,nm0857658,Ernest Thesiger,2.0,6
tt0026138,nm0330200,Gavin Gordon,2.0,7
tt0026138,nm0910498,Douglas Walton,2.0,8
tt0026138,nm0640547,Una O'Connor,1.0,9
tt0026138,nm0166974,E.E. Clive,,10
tt0026138,nm0698139,Lucien Prival,2.0,11
tt0026316,nm0921839,Paula Wessely,1.0,1
tt0026316,nm0225965,Karl Ludwig Diehl,2.0,2
tt0026316,nm0872519,Otto Treßler,2.0,3
tt0026316,nm0903178,Erika Wagner,,4
tt0026316,nm0872274,Georg Tressler,2.0,5
tt0026316,nm2172309,Wolf-Dieter Tressler,2.0,6
tt0026316,nm0194420,Friedl Czepa,1.0,7
tt0026316,nm0418079,Walter Janssen,2.0,8
tt0026316,nm0562548,Ferdinand Mayerhofer,,9
tt0026316,nm0016207,Rosa Albach-Retty,1.0,10
tt0026406,nm0232196,Robert Donat,2.0,1
tt0026406,nm0232196,Robert Donat,2.0,2
tt0026406,nm0662335,Jean Parker,1.0,3
tt0026406,nm0657874,Eugene Pallette,2.0,4
tt0026406,nm0006471,Elsa Lanchester,1.0,5
tt0026406,nm0120490,Ralph Bunker,2.0,6
tt0026406,nm0384962,Patricia Hilliard,1.0,7
tt0026406,nm0339573,Everley Gregg,1.0,8
tt0026406,nm0783527,Morton Selten,2.0,9
tt0026406,nm0099082,Chili Bouchier,1.0,10
tt0026406,nm0198480,Mark Daly,2.0,11
tt0026452,nm0001479,Carole Lombard,1.0,1
tt0026452,nm0534045,Fred MacMurray,2.0,2
tt0026452,nm0000897,Ralph Bellamy,2.0,3
tt0026452,nm0021667,Astrid Allwyn,1.0,4
tt0026452,nm0232766,Ruth Donnelly,1.0,5
tt0026452,nm0696679,Marie Prevost,1.0,6
tt0026452,nm0020905,Peter Allen,,7
tt0026452,nm0022367,Murray Alper,2.0,8
tt0026452,nm0038663,Sam Ash,2.0,9
tt0026452,nm0082884,Herman Bing,2.0,10
tt0026519,nm0003339,Herbert Marshall,2.0,1
tt0026519,nm0000795,Jean Arthur,1.0,2
tt0026519,nm0140504,Leo Carrillo,2.0,3
tt0026519,nm0822034,Lionel Stander,2.0,4
tt0026519,nm0249785,Alan Edwards,2.0,5
tt0026519,nm0408586,Frieda Inescort,1.0,6
tt0026519,nm0604674,Gene Morgan,2.0,7
tt0026519,nm0363753,Ralf Harolde,2.0,8
tt0026519,nm0570471,Matt McHugh,2.0,9
tt0026519,nm0694286,Richard Powell,2.0,10
tt0027521,nm0000859,Lionel Barrymore,2.0,1
tt0027521,nm0001577,Maureen O'Sullivan,1.0,2
tt0027521,nm0493365,Frank Lawton,2.0,3
tt0027521,nm0653188,Rafaela Ottiano,1.0,4
tt0027521,nm0340063,Robert Greig,2.0,5
tt0027521,nm0064611,Lucy Beaumont,1.0,6
tt0027521,nm0910400,Henry B. Walthall,2.0,7
tt0027521,nm0285663,Grace Ford,1.0,8
tt0027521,nm0003124,Pedro de Cordoba,2.0,9
tt0027521,nm0389824,Arthur Hohl,2.0,10
tt0027884,nm0001318,Jean Harlow,1.0,1
tt0027884,nm0001635,William Powell,2.0,2
tt0027884,nm0001485,Myrna Loy,1.0,3
tt0027884,nm0000075,Spencer Tracy,2.0,4
tt0027884,nm0175369,Walter Connolly,2.0,5
tt0027884,nm0335788,Charley Grapewin,2.0,6
tt0027884,nm0936755,Cora Witherspoon,1.0,7
tt0027884,nm0166974,E.E. Clive,,8
tt0027884,nm0064194,Bunny Beatty,1.0,9
tt0027884,nm0353950,Otto Yamaoka,2.0,10
tt0027908,nm0001479,Carole Lombard,1.0,1
tt0027908,nm0288003,Preston Foster,2.0,2
tt0027908,nm0003110,Cesar Romero,2.0,3
tt0027908,nm0066325,Janet Beecher,1.0,4
tt0027908,nm0492439,Betty Lawford,1.0,5
tt0027908,nm0137353,Richard Carle,2.0,6
tt0027908,nm0367516,Forrester Harvey,2.0,7
tt0027908,nm0174049,Joyce Compton,1.0,8
tt0027908,nm0729991,Bert Roach,2.0,9
tt0027908,nm0316941,Diana Gibson,1.0,10
tt0027977,nm0000122,Charles Chaplin,,1
tt0027977,nm0002104,Paulette Goddard,1.0,2
tt0027977,nm0074788,Henry Bergman,2.0,3
tt0027977,nm0761866,Tiny Sandford,2.0,4
tt0027977,nm0174682,Chester Conklin,2.0,5
tt0027977,nm0003424,Hank Mann,2.0,6
tt0027977,nm0090008,Stanley Blystone,2.0,7
tt0027977,nm0305087,Al Ernest Garcia,2.0,8
tt0027977,nm0018685,Richard Alexander,2.0,9
tt0027977,nm0721637,Cecil Reynolds,0.0,10
tt0027996,nm0000011,Gary Cooper,2.0,1
tt0027996,nm0000795,Jean Arthur,1.0,2
tt0027996,nm0051628,George Bancroft,2.0,3
tt0027996,nm0822034,Lionel Stander,2.0,4
tt0027996,nm0241523,Douglass Dumbrille,2.0,5
tt0027996,nm0906940,Raymond Walburn,2.0,6
tt0027996,nm0912478,H.B. Warner,2.0,7
tt0027996,nm0232766,Ruth Donnelly,1.0,8
tt0027996,nm0146185,Walter Catlett,2.0,9
tt0027996,nm0942046,John Wray,2.0,10
tt0028010,nm0001635,William Powell,2.0,1
tt0028010,nm0001479,Carole Lombard,1.0,2
tt0028010,nm0103567,Alice Brady,1.0,3
tt0028010,nm0665850,Gail Patrick,1.0,4
tt0028010,nm0657874,Eugene Pallette,2.0,5
tt0028010,nm0228863,Jean Dixon,1.0,6
tt0028010,nm0610253,Alan Mowbray,2.0,7
tt0028010,nm0041681,Mischa Auer,2.0,8
tt0028010,nm0280900,Pat Flaherty,2.0,9
tt0028010,nm0509941,Robert Light,2.0,10
tt0028096,nm0001366,Leslie Howard,2.0,1
tt0028096,nm0000007,Humphrey Bogart,2.0,2
tt0028096,nm0000012,Bette Davis,1.0,3
tt0028096,nm0864931,Genevieve Tobin,1.0,4
tt0028096,nm0285264,Dick Foran,2.0,5
tt0028096,nm0768178,Joe Sawyer,2.0,6
tt0028096,nm0356004,Porter Hall,2.0,7
tt0028096,nm0335788,Charley Grapewin,2.0,8
tt0028096,nm0367670,Paul Harvey,2.0,9
tt0028096,nm0010333,Eddie Acuff,2.0,10
tt0028138,nm0001479,Carole Lombard,1.0,1
tt0028138,nm0534045,Fred MacMurray,2.0,2
tt0028138,nm0241523,Douglass Dumbrille,2.0,3
tt0028138,nm0804375,Alison Skipworth,1.0,4
tt0028138,nm0053616,George Barbier,2.0,5
tt0028138,nm0292433,William Frawley,2.0,6
tt0028138,nm0356004,Porter Hall,2.0,7
tt0028138,nm0362815,Lumsden Hare,2.0,8
tt0028138,nm0750079,Sig Ruman,2.0,9
tt0028138,nm0041681,Mischa Auer,2.0,10
tt0028212,nm0796662,Sylvia Sidney,1.0,1
tt0028212,nm0393028,Oscar Homolka,,2
tt0028212,nm0856469,Desmond Tester,2.0,3
tt0028212,nm0517058,John Loder,2.0,4
tt0028212,nm0053829,Joyce Barbour,1.0,5
tt0028212,nm0099608,Matthew Boulton,2.0,6
tt0028212,nm0912343,S.J. Warmington,,7
tt0028212,nm0223168,William Dewhurst,2.0,8
tt0028212,nm0079670,Pamela Bevan,,9
tt0028212,nm0119988,Peter Bull,2.0,10
tt0028358,nm0557339,Raymond Massey,2.0,1
tt0028358,nm0557339,Raymond Massey,2.0,2
tt0028358,nm0152361,Edward Chapman,2.0,3
tt0028358,nm0152361,Edward Chapman,2.0,4
tt0028358,nm0724732,Ralph Richardson,2.0,5
tt0028358,nm0779540,Margaretta Scott,1.0,6
tt0028358,nm0779540,Margaretta Scott,1.0,7
tt0028358,nm0362567,Cedric Hardwicke,2.0,8
tt0028358,nm0102916,Maurice Braddell,2.0,9
tt0028358,nm0829838,Sophie Stewart,1.0,10
tt0028358,nm0210116,Derrick De Marney,2.0,11
tt0028358,nm0002897,Ann Todd,1.0,12
tt0028358,nm0034594,Pearl Argyle,1.0,13
tt0028597,nm0002050,Irene Dunne,1.0,1
tt0028597,nm0000026,Cary Grant,2.0,2
tt0028597,nm0000897,Ralph Bellamy,2.0,3
tt0028597,nm0195422,Alexander D'Arcy,2.0,4
tt0028597,nm0192258,Cecil Cunningham,1.0,5
tt0028597,nm0483677,Molly Lamont,1.0,6
tt0028597,nm0197689,Esther Dale,1.0,7
tt0028597,nm0174049,Joyce Compton,1.0,8
tt0028597,nm0020979,Robert Allen,2.0,9
tt0028597,nm0913094,Robert Warwick,2.0,10
tt0028632,nm0351947,Hugo Haas,2.0,1
tt0028632,nm0439165,Bedrich Karen,,2
tt0028632,nm0827409,Zdenek Stepánek,,3
tt0028632,nm0904526,Václav Vydra,2.0,4
tt0028632,nm0810646,Frantisek Smolík,,5
tt0028632,nm0295127,Helena Friedlová,1.0,6
tt0028632,nm0092203,Ladislav Bohác,,7
tt0028632,nm0646407,Karla Olicová,,8
tt0028632,nm0699138,Jaroslav Prucha,,9
tt0028632,nm0806819,Vladimír Smeral,,10
tt0028683,nm0001256,Greta Garbo,1.0,1
tt0028683,nm0001791,Robert Taylor,2.0,2
tt0028683,nm0000859,Lionel Barrymore,2.0,3
tt0028683,nm0019922,Elizabeth Allan,1.0,4
tt0028683,nm0707771,Jessie Ralph,1.0,5
tt0028683,nm0199787,Henry Daniell,2.0,6
tt0028683,nm0880646,Lenore Ulric,1.0,7
tt0028683,nm0187711,Laura Hope Crews,1.0,8
tt0028683,nm0641781,Rex O'Malley,2.0,9
tt0028683,nm0017689,Mariska Aldrich,1.0,10
tt0028816,nm0000795,Jean Arthur,1.0,1
tt0028816,nm0036427,Edward Arnold,2.0,2
tt0028816,nm0001537,Ray Milland,2.0,3
tt0028816,nm0016422,Luis Alberni,2.0,4
tt0028816,nm0621770,Mary Nash,1.0,5
tt0028816,nm0659427,Franklin Pangborn,2.0,6
tt0028816,nm0096966,Barlowe Borland,2.0,7
tt0028816,nm0218131,William Demarest,2.0,8
tt0028816,nm0866558,Andrew Tombes,2.0,9
tt0028816,nm0197689,Esther Dale,1.0,10
tt0029217,nm0000012,Bette Davis,1.0,1
tt0029217,nm0000007,Humphrey Bogart,2.0,2
tt0029217,nm0485439,Lola Lane,1.0,3
tt0029217,nm0422436,Isabel Jewell,1.0,4
tt0029217,nm0549932,Rosalind Marquis,1.0,5
tt0029217,nm0582551,Mayo Methot,1.0,6
tt0029217,nm0116953,Jane Bryan,1.0,7
tt0029217,nm0420765,Allen Jenkins,2.0,8
tt0029217,nm0161862,Eduardo Ciannelli,2.0,9
tt0029217,nm0514344,John Litel,2.0,10
tt0029284,nm0002050,Irene Dunne,1.0,1
tt0029284,nm0000026,Cary Grant,2.0,2
tt0029284,nm0000068,Randolph Scott,2.0,3
tt0029284,nm0665850,Gail Patrick,1.0,4
tt0029284,nm0794700,Ann Shoemaker,1.0,5
tt0029284,nm0065717,Scotty Beckett,2.0,6
tt0029284,nm0364317,Mary Lou Harrington,1.0,7
tt0029284,nm0531385,Donald MacBride,2.0,8
tt0029284,nm0640078,Hugh O'Connell,2.0,9
tt0029284,nm0060912,Granville Bates,2.0,10
tt0029322,nm0001479,Carole Lombard,1.0,1
tt0029322,nm0545298,Fredric March,2.0,2
tt0029322,nm0935415,Charles Winninger,2.0,3
tt0029322,nm0175369,Walter Connolly,2.0,4
tt0029322,nm0750079,Sig Ruman,2.0,5
tt0029322,nm0269567,Frank Fay,2.0,6
tt0029322,nm0112937,Troy Brown Sr.,2.0,7
tt0029322,nm0742438,Maxie Rosenbloom,2.0,8
tt0029322,nm0002121,Margaret Hamilton,1.0,9
tt0029322,nm0398250,Olin Howland,2.0,10
tt0029695,nm0001479,Carole Lombard,1.0,1
tt0029695,nm0534045,Fred MacMurray,2.0,2
tt0029695,nm0000858,John Barrymore,2.0,3
tt0029695,nm0580916,Una Merkel,1.0,4
tt0029695,nm0356004,Porter Hall,2.0,5
tt0029695,nm0448012,Edgar Kennedy,2.0,6
tt0029695,nm0653892,Lynne Overman,2.0,7
tt0029695,nm0045784,Irving Bacon,2.0,8
tt0029695,nm0270915,Fritz Feld,2.0,9
tt0029695,nm0137353,Richard Carle,2.0,10
tt0029811,nm0683345,Nova Pilbeam,1.0,1
tt0029811,nm0210116,Derrick De Marney,2.0,2
tt0029811,nm0549385,Percy Marmont,2.0,3
tt0029811,nm0726585,Edward Rigby,2.0,4
tt0029811,nm0163515,Mary Clare,1.0,5
tt0029811,nm0519274,John Longden,2.0,6
tt0029811,nm0193633,George Curzon,2.0,7
tt0029811,nm0705509,Basil Radford,2.0,8
tt0029811,nm0138340,Pamela Carme,1.0,9
tt0029811,nm0581416,George Merritt,2.0,10
tt0029929,nm0001055,Claudette Colbert,1.0,1
tt0029929,nm0000011,Gary Cooper,2.0,2
tt0029929,nm0002143,Edward Everett Horton,2.0,3
tt0029929,nm0000057,David Niven,2.0,4
tt0029929,nm0666201,Elizabeth Patterson,1.0,5
tt0029929,nm0082884,Herman Bing,2.0,6
tt0029929,nm0405220,Warren Hymer,2.0,7
tt0029929,nm0659427,Franklin Pangborn,2.0,8
tt0029929,nm0181251,Armand Cortes,2.0,9
tt0029929,nm0781232,Rolfe Sedan,2.0,10
tt0029947,nm0000031,Katharine Hepburn,1.0,1
tt0029947,nm0000026,Cary Grant,2.0,2
tt0029947,nm0749476,Charles Ruggles,2.0,3
tt0029947,nm0146185,Walter Catlett,2.0,4
tt0029947,nm0280178,Barry Fitzgerald,2.0,5
tt0029947,nm0733480,May Robson,1.0,6
tt0029947,nm0270915,Fritz Feld,2.0,7
tt0029947,nm0731345,Leona Roberts,1.0,8
tt0029947,nm0410271,George Irving,2.0,9
tt0029947,nm0083500,Tala Birell,1.0,10
tt0030063,nm0643353,Merle Oberon,1.0,1
tt0030063,nm0000059,Laurence Olivier,2.0,2
tt0030063,nm0001931,Binnie Barnes,1.0,3
tt0030063,nm0724732,Ralph Richardson,2.0,4
tt0030063,nm0783527,Morton Selten,2.0,5
tt0030063,nm0731182,J.H. Roberts,2.0,6
tt0030063,nm0615671,Gertrude Musgrove,1.0,7
tt0030063,nm0573790,Gus McNaughton,2.0,8
tt0030063,nm0356265,H.B. Hallam,0.0,9
tt0030063,nm0670231,Eileen Peel,0.0,10
tt0030145,nm0001479,Carole Lombard,1.0,1
tt0030145,nm0336380,Fernand Gravey,2.0,2
tt0030145,nm0000897,Ralph Bellamy,2.0,3
tt0030145,nm0420765,Allen Jenkins,2.0,4
tt0030145,nm0419978,Isabel Jeans,1.0,5
tt0030145,nm0933810,Marie Wilson,1.0,6
tt0030145,nm0707826,Marcia Ralston,1.0,7
tt0030145,nm0626453,Ottola Nesmith,1.0,8
tt0030145,nm0857124,Heather Thatcher,1.0,9
tt0030145,nm0521212,Jacques Lory,0.0,10
tt0030241,nm0000031,Katharine Hepburn,1.0,1
tt0030241,nm0000026,Cary Grant,2.0,2
tt0030241,nm0461615,Doris Nolan,1.0,3
tt0030241,nm0000817,Lew Ayres,2.0,4
tt0030241,nm0002143,Edward Everett Horton,2.0,5
tt0030241,nm0464137,Henry Kolker,2.0,6
tt0030241,nm0001931,Binnie Barnes,1.0,7
tt0030241,nm0228863,Jean Dixon,1.0,8
tt0030241,nm0199787,Henry Daniell,2.0,9
tt0030241,nm0020568,Harry Allen,2.0,10
tt0030287,nm0000012,Bette Davis,1.0,1
tt0030287,nm0000020,Henry Fonda,2.0,2
tt0030287,nm0107575,George Brent,2.0,3
tt0030287,nm0512267,Margaret Lindsay,1.0,4
tt0030287,nm0187981,Donald Crisp,2.0,5
tt0030287,nm0047810,Fay Bainter,1.0,6
tt0030287,nm0188673,Richard Cromwell,2.0,7
tt0030287,nm0642180,Henry O'Neill,2.0,8
tt0030287,nm0001981,Spring Byington,1.0,9
tt0030287,nm0514344,John Litel,2.0,10
tt0030341,nm0516994,Margaret Lockwood,1.0,1
tt0030341,nm0714878,Michael Redgrave,2.0,2
tt0030341,nm0510134,Paul Lukas,2.0,3
tt0030341,nm0926599,May Whitty,1.0,4
tt0030341,nm0662116,Cecil Parker,2.0,5
tt0030341,nm0871298,Linden Travers,1.0,6
tt0030341,nm0915614,Naunton Wayne,2.0,7
tt0030341,nm0705509,Basil Radford,2.0,8
tt0030341,nm0163515,Mary Clare,1.0,9
tt0030341,nm0096376,Emile Boreo,0.0,10
tt0031067,nm0001677,Ginger Rogers,1.0,1
tt0031067,nm0000057,David Niven,2.0,2
tt0031067,nm0002013,Charles Coburn,2.0,3
tt0031067,nm0007214,Frank Albertson,2.0,4
tt0031067,nm0166974,E.E. Clive,,5
tt0031067,nm0178728,Elbert Coplen Jr.,2.0,6
tt0031067,nm0097202,Ferike Boros,1.0,7
tt0031067,nm0874139,Ernest Truex,2.0,8
tt0031067,nm0671985,Leonard Penn,2.0,9
tt0031067,nm0822792,Paul Stanton,2.0,10
tt0031210,nm0000012,Bette Davis,1.0,1
tt0031210,nm0107575,George Brent,2.0,2
tt0031210,nm0000007,Humphrey Bogart,2.0,3
tt0031210,nm0280242,Geraldine Fitzgerald,1.0,4
tt0031210,nm0001654,Ronald Reagan,2.0,5
tt0031210,nm0871287,Henry Travers,2.0,6
tt0031210,nm0936755,Cora Witherspoon,1.0,7
tt0031210,nm0677125,Dorothy Peterson,1.0,8
tt0031210,nm0109877,Virginia Brissac,1.0,9
tt0031210,nm0725021,Charles Richman,2.0,10
tt0031215,nm0000061,Tyrone Power,2.0,1
tt0031215,nm0001105,Linda Darnell,1.0,2
tt0031215,nm0929925,Warren William,2.0,3
tt0031215,nm0001931,Binnie Barnes,1.0,4
tt0031215,nm0057412,Wendy Barrie,1.0,5
tt0031215,nm0204843,Joan Davis,1.0,6
tt0031215,nm0884542,Joan Valerie,1.0,7
tt0031215,nm0455893,Leonid Kinskey,2.0,8
tt0031215,nm0323607,Mildred Gover,1.0,9
tt0031215,nm0722690,Renie Riano,1.0,10
tt0031359,nm0906932,Anton Walbrook,2.0,1
tt0031359,nm0944087,Diana Wynyard,1.0,2
tt0031359,nm0678693,Frank Pettingell,2.0,3
tt0031359,nm0179451,Cathleen Cordell,1.0,4
tt0031359,nm0628579,Robert Newton,2.0,5
tt0031359,nm0360085,Jimmy Hanley,2.0,6
tt0031359,nm0713475,Minnie Rayner,1.0,7
tt0031359,nm0942621,Marie Wright,1.0,8
tt0031359,nm0223287,Aubrey Dexter,2.0,9
tt0031359,nm0386003,Mary Hinton,0.0,10
tt0031381,nm0000022,Clark Gable,2.0,1
tt0031381,nm0000046,Vivien Leigh,1.0,2
